#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2014 01 04 11 50  33  7.0  8.2  1.38  8.33  5.73 134 1023.3  23.4  24.9 999.0 99.0 99.00
2014 01 04 12 50  45  7.0  8.0  1.48  8.33  5.65 133 1024.1  23.5  24.9 999.0 99.0 99.00
2014 01 04 13 50  44  7.8  9.1  1.57  8.33  5.40 127 1024.6  23.7  24.9 999.0 99.0 99.00
2014 01 04 14 50  43  7.5  9.1  1.53  7.69  5.33 131 1024.3  23.4  25.0 999.0 99.0 99.00
2014 01 04 15 50  53  7.4  8.8  1.57  8.33  5.21 144 1023.6  23.5  25.0 999.0 99.0 99.00
2014 01 04 16 50  51  7.0  8.2  1.62  8.33  5.57 127 1023.0  23.5  25.0 999.0 99.0 99.00
2014 01 04 17 50  47  7.2  8.5  1.83  8.33  5.91 138 1023.0  23.6  25.1 999.0 99.0 99.00
2014 01 04 18 50  78  5.0  7.2  1.73  8.33  5.80 137 1023.5  22.1  25.0 999.0 99.0 99.00
2014 01 04 19 50  35  7.9 10.2  1.99 10.81  6.19 322 1023.5  22.6  25.0 999.0 99.0 99.00
2014 01 04 20 50  47  8.2  9.3  2.30 14.81  6.54 327 1023.6  22.9  25.1 999.0 99.0 99.00
2014 01 04 21 50  58  9.5 11.6  2.92 13.79  7.65 315 1023.5  23.6  25.1 999.0 99.0 99.00
2014 01 04 22 50  60  8.0  9.7  2.97 12.90  7.75 303 1024.1  23.7  25.2 999.0 99.0 99.00
2014 01 04 23 50  81  7.8  9.8  3.51 12.90  8.38 312 1024.5  24.0  25.2 999.0 99.0 99.00
2014 01 05 00 50  72  7.8  9.8  3.03 12.12  7.78 297 1024.8  23.9  25.2 999.0 99.0 99.00
2014 01 05 01 50  76  7.7  9.2  3.42 12.90  8.14 306 1025.0  24.0  25.1 999.0 99.0 99.00
2014 01 05 02 50  77  8.0  9.7  3.23 12.12  8.07 300 1025.0  24.0  25.2 999.0 99.0 99.00
2014 01 05 03 50  80  6.9  8.8  3.45 12.12  8.64 300 1024.9  23.7  25.2 999.0 99.0 99.00
2014 01 05 04 50  86  6.7  8.5  3.15 12.90  8.17 306 1024.6  23.5  25.2 999.0 99.0 99.00
2014 01 05 05 50  78  5.3  7.0  2.98 12.12  7.99 305 1024.4  23.5  25.2 999.0 99.0 99.00
2014 01 05 06 50 102  6.3  8.4  2.83 12.12  7.77 298 1024.0  24.2  25.1 999.0 99.0 99.00
2014 01 05 07 50 113  6.3  8.0  3.25 12.12  8.63 303 1024.2  24.3  25.1 999.0 99.0 99.00
2014 01 05 08 50 113  5.6  7.4  2.84 11.43  7.89 314 1024.3  24.2  25.0 999.0 99.0 99.00
2014 01 05 09 50 106  6.6  8.8  3.37 11.43  8.72 310 1024.7  24.2  25.0 999.0 99.0 99.00
2014 01 05 10 50 120  5.9  7.7  2.77 11.43  7.89 313 1025.5  24.2  24.9 999.0 99.0 99.00
2014 01 05 11 50 107  6.2  8.2  2.85 10.81  7.81 322 1026.1  24.2  24.8 999.0 99.0 99.00
2014 01 05 12 50 113  6.7  8.1  2.92 10.81  7.89 314 1026.7  24.3  24.7 999.0 99.0 99.00
2014 01 05 13 50 112  6.4  8.0  2.90 12.12  7.75 328 1027.1  24.4  24.6 999.0 99.0 99.00
2014 01 05 14 50 117  6.5  8.3  2.75 11.43  7.66 316 1026.9  24.3  24.5 999.0 99.0 99.00
2014 01 05 15 50 109  6.3  7.9  2.54 11.43  7.67 311 1026.2  24.3  24.5 999.0 99.0 99.00
2014 01 05 16 50 118  6.4  8.3  2.80 11.43  7.80 313 1025.2  24.3  24.5 999.0 99.0 99.00
2014 01 05 17 50 118  6.3  7.9  2.57 11.43  7.60 310 1024.9  24.3  24.4 999.0 99.0 99.00
2014 01 05 18 50 110  6.1  7.5  2.45 10.81  7.36 325 1025.0  24.2  24.4 999.0 99.0 99.00
2014 01 05 19 50 108  6.7  8.3  2.32 11.43  7.02 337 1024.9  24.2  24.3 999.0 99.0 99.00
2014 01 05 20 50 101  6.4  8.0  2.33  9.09  7.23 112 1025.2  24.2  24.2 999.0 99.0 99.00
2014 01 05 21 50 100  6.5  8.1  2.39 12.90  7.35 346 1025.6  24.1  24.1 999.0 99.0 99.00
2014 01 05 22 50 103  7.0  8.7  2.32 11.43  7.10 342 1025.7  24.1  24.1 999.0 99.0 99.00
2014 01 05 23 50 102  6.7  8.4  2.33 12.12  7.05   1 1026.4  24.1  24.1 999.0 99.0 99.00
2014 01 06 00 50  97  6.9  8.6  2.27  9.09  7.07 105 1026.6  24.1  24.1 999.0 99.0 99.00
2014 01 06 01 50  99  7.0  8.2  2.35 10.81  7.00   4 1026.9  24.0  24.1 999.0 99.0 99.00
2014 01 06 02 50 101  7.2  8.7  2.44 12.90  7.02  43 1026.7  24.0  24.1 999.0 99.0 99.00
2014 01 06 03 50 111  7.3  8.2  2.38 12.90  7.04  16 1026.2  24.0  24.1 999.0 99.0 99.00
2014 01 06 04 50 111  7.3  8.8  2.13 12.12  6.94 356 1025.6  23.9  24.1 999.0 99.0 99.00
2014 01 06 05 50 103  6.5  7.9  2.30 12.90  6.97  20 1025.4  23.9  24.0 999.0 99.0 99.00
2014 01 06 06 50 114  6.8  8.4  2.30 12.12  7.08   9 1025.1  23.8  24.0 999.0 99.0 99.00
2014 01 06 07 50 115  7.7  9.6  2.44 13.79  7.35  16 1024.4  23.8  23.9 999.0 99.0 99.00
2014 01 06 08 50 117  7.2  9.0  2.32 12.90  7.00 357 1024.2  23.7  23.9 999.0 99.0 99.00
2014 01 06 09 50 120  8.4  9.8  2.37 12.90  6.96 360 1023.9  23.8  23.9 999.0 99.0 99.00
2014 01 06 10 50 128  7.6  9.1  2.37 12.90  6.79   7 1024.3  23.9  23.9 999.0 99.0 99.00
2014 01 06 11 50 134  6.5  8.2  2.20 10.00  6.71  40 1024.7  23.8  24.0 999.0 99.0 99.00
2014 01 06 12 50 128  6.9  7.9  2.37 11.43  6.81 354 1025.5  24.1  24.1 999.0 99.0 99.00
2014 01 06 13 50 132  6.4  7.5  2.58 12.90  6.97   7 1025.9  24.2  24.2 999.0 99.0 99.00
2014 01 06 14 50 139  5.9  7.2  2.31 12.12  6.83  12 1025.5  24.3  24.2 999.0 99.0 99.00
2014 01 06 15 50 131  5.6  6.9  2.61 12.90  7.55   7 1024.6  24.3  24.3 999.0 99.0 99.00
2014 01 06 16 50 129  6.3  7.5  2.19 12.90  6.98  40 1023.3  24.2  24.4 999.0 99.0 99.00
2014 01 06 17 50 134  6.5  7.7  2.18 11.43  6.96  16 1022.9  24.2  24.4 999.0 99.0 99.00
2014 01 06 18 50 143  6.5  7.8  2.22 12.12  7.21  25 1022.8  24.4  24.4 999.0 99.0 99.00
2014 01 06 19 50 140  6.1  7.3  2.39 12.12  7.44  10 1022.8  24.5  24.4 999.0 99.0 99.00
2014 01 06 20 50 141  5.8  6.9  2.05 12.12  6.99   8 1022.8  24.4  24.5 999.0 99.0 99.00
2014 01 06 21 50 148  5.2  6.2  2.14 11.43  7.26   8 1023.0  24.5  24.4 999.0 99.0 99.00
2014 01 06 22 50 127  5.2  6.3  2.03 12.12  6.96  21 1023.4  24.3  24.3 999.0 99.0 99.00
2014 01 06 23 50 120  5.8  6.6  2.06  7.69  6.97  99 1023.7  24.2  24.2 999.0 99.0 99.00
2014 01 07 00 50 120  6.5  7.8  1.91 10.00  6.61  89 1023.9  24.2  24.2 999.0 99.0 99.00
2014 01 07 01 50 129  6.6  7.9  1.87  7.14  6.62  85 1023.6  24.2  24.5 999.0 99.0 99.00
2014 01 07 02 50 128  6.2  7.8  1.94  9.09  6.54 107 1023.4  24.1  24.4 999.0 99.0 99.00
2014 01 07 03 50 136  6.8  8.2  1.93  8.33  6.56 115 1023.2  24.2  24.4 999.0 99.0 99.00
2014 01 07 04 50 126  7.5  9.0  1.85  9.09  6.39 122 1023.0  24.0  24.4 999.0 99.0 99.00
2014 01 07 05 50 132  7.1  8.2  1.92  8.33  6.33 104 1022.8  24.0  24.5 999.0 99.0 99.00
2014 01 07 06 50 132  6.6  7.9  1.91  8.33  6.41 125 1022.8  24.0  24.5 999.0 99.0 99.00
2014 01 07 07 50 138  6.9  8.4  1.82  8.33  6.25 128 1022.5  24.1  24.4 999.0 99.0 99.00
2014 01 07 08 50 134  6.5  7.8  1.95  9.09  6.50 100 1022.4  24.0  24.4 999.0 99.0 99.00
2014 01 07 09 50 139  6.3  7.7  2.02  8.33  6.50 124 1022.3  24.3  24.3 999.0 99.0 99.00
2014 01 07 10 50 141  6.3  7.7  1.84 10.00  6.34  88 1022.7  24.3  24.3 999.0 99.0 99.00
2014 01 07 11 50 150  6.8  8.3  1.94  7.69  6.26 113 1023.2  24.5  24.5 999.0 99.0 99.00
2014 01 07 12 50 152  7.2  8.7  2.17  9.09  6.63 119 1024.0  24.5  24.6 999.0 99.0 99.00
2014 01 07 13 50 155  6.4  7.4  2.11  8.33  6.37 113 1024.8  24.6  24.6 999.0 99.0 99.00
2014 01 07 14 50 165  5.2  6.9  2.00  9.09  6.46 117 1024.6  24.6  24.7 999.0 99.0 99.00
2014 01 07 15 50 160  5.8  7.1  1.85 14.81  6.43   1 1023.6  24.7  24.9 999.0 99.0 99.00
2014 01 07 16 50 164  6.4  7.7  1.97  7.69  6.62  96 1022.4  24.7  25.2 999.0 99.0 99.00
2014 01 07 17 50 176  5.9  7.0  2.10  9.09  6.76 125 1022.0  24.8  25.3 999.0 99.0 99.00
2014 01 07 18 50 181  5.0  6.2  2.14  9.09  7.11 127 1021.7  24.8  25.4 999.0 99.0 99.00
2014 01 07 19 50 174  4.3  5.3  2.00 10.00  7.19 130 1021.8  25.0  25.4 999.0 99.0 99.00
2014 01 07 20 50 173  4.9  6.2  2.05  8.33  7.27 122 1022.0  24.8  25.4 999.0 99.0 99.00
2014 01 07 21 50 164  5.2  6.1  1.89 16.00  7.30  35 1022.4  24.5  25.4 999.0 99.0 99.00
2014 01 07 22 50 162  4.2  5.2  1.93  8.33  7.23 126 1023.1  24.4  25.4 999.0 99.0 99.00
2014 01 07 23 50 147  3.8  4.9  1.89  9.09  7.46 136 1023.7  24.4  25.3 999.0 99.0 99.00
2014 01 08 00 50 149  4.6  6.1  1.89 16.00  7.52   7 1024.0  24.4  25.2 999.0 99.0 99.00
2014 01 08 01 50 143  4.4  5.4  1.88 17.39  7.23  33 1024.3  24.3  25.2 999.0 99.0 99.00
2014 01 08 02 50 151  4.4  5.3  1.93  8.33  7.34 118 1024.4  24.2  25.2 999.0 99.0 99.00
2014 01 08 03 50 164  3.7  4.6  1.79  8.33  7.39 112 1024.0  24.2  25.2 999.0 99.0 99.00
2014 01 08 04 50 164  3.2  4.1  1.96 16.00  7.44  44 1023.9  24.0  25.2 999.0 99.0 99.00
2014 01 08 05 50 174  3.0  3.8  1.85 16.00  7.24  16 1024.0  23.9  25.2 999.0 99.0 99.00
2014 01 08 06 50 152  3.2  4.4  1.84 16.00  7.61  43 1023.7  23.9  25.2 999.0 99.0 99.00
2014 01 08 07 50 153  3.7  4.8  1.92 10.00  7.23 125 1023.6  23.8  25.1 999.0 99.0 99.00
2014 01 08 08 50 150  2.9  4.2  1.78  9.09  7.56 130 1023.6  23.8  25.1 999.0 99.0 99.00
2014 01 08 09 50 134  2.7  3.7  1.95 16.00  7.62  22 1023.9  23.7  25.1 999.0 99.0 99.00
2014 01 08 10 50 130  2.5  3.8  2.00  8.33  7.60 125 1024.6  23.6  25.1 999.0 99.0 99.00
2014 01 08 11 50 115  2.0  3.0  1.88  9.09  7.35 122 1025.4  23.9  25.1 999.0 99.0 99.00
2014 01 08 12 50 133  2.6  4.3  1.84  9.09  7.55 129 1026.2  24.1  25.2 999.0 99.0 99.00
2014 01 08 13 50 122  2.9  4.1  1.81  9.09  7.44 120 1026.6  24.0  25.2 999.0 99.0 99.00
2014 01 08 14 50 131  1.9  2.8  1.92  9.09  7.57 126 1026.3  24.1  25.3 999.0 99.0 99.00
2014 01 08 15 50 135  1.2  2.2  1.93  9.09  7.73 130 1025.6  24.2  25.5 999.0 99.0 99.00
2014 01 08 16 50  75  1.3  2.5  1.90  8.33  7.80 112 1025.0  24.0  25.8 999.0 99.0 99.00
2014 01 08 17 50  78  1.8  3.0  1.92 12.12  7.97 306 1024.6  24.0  25.8 999.0 99.0 99.00
2014 01 08 18 50  68  1.9  3.0  1.89 12.12  8.15 318 1024.5  24.0  25.8 999.0 99.0 99.00
2014 01 08 19 50  92  2.8  3.8  1.95 10.81  8.13 314 1024.4  24.1  25.7 999.0 99.0 99.00
2014 01 08 20 50  89  2.7  3.8  1.90  9.09  8.24 111 1024.8  24.0  25.6 999.0 99.0 99.00
2014 01 08 21 50  98  3.5  4.9  1.90 11.43  8.25 304 1024.9  24.0  25.5 999.0 99.0 99.00
2014 01 08 22 50 143  4.9  5.9  1.98  9.09  8.40 128 1025.4  23.9  25.4 999.0 99.0 99.00
2014 01 08 23 50 148  3.7  4.7  2.06 12.12  8.32 319 1026.2  24.3  25.4 999.0 99.0 99.00
2014 01 09 00 50 134  4.1  5.2  2.22 10.81  8.26 306 1026.4  24.2  25.3 999.0 99.0 99.00
2014 01 09 01 50 137  6.2  8.0  2.16 10.81  7.86 298 1026.4  24.1  25.3 999.0 99.0 99.00
2014 01 09 02 50 137  6.1  7.4  2.69 10.00  8.36 302 1026.3  24.6  25.2 999.0 99.0 99.00
2014 01 09 03 50 108  6.3  7.7  2.79 12.12  8.84 317 1026.0  22.9  25.2 999.0 99.0 99.00
2014 01 09 04 50 152  3.7  5.8  2.68 11.43  8.68 311 1026.0  22.7  25.2 999.0 99.0 99.00
2014 01 09 05 50 347  3.1  4.2  2.78 11.43  8.50 316 1025.7  21.7  25.1 999.0 99.0 99.00
2014 01 09 06 50 320  0.4  1.0  2.60 12.12  8.14 320 1025.3  23.1  25.2 999.0 99.0 99.00
2014 01 09 07 50 132  4.4  6.6  2.69 10.00  8.06 308 1025.0  24.3  25.3 999.0 99.0 99.00
2014 01 09 08 50 123  3.4  5.2  2.92 10.81  8.34 301 1025.0  24.3  25.3 999.0 99.0 99.00
2014 01 09 09 50 137  3.3  4.8  2.63 11.43  8.14 322 1025.1  23.8  25.3 999.0 99.0 99.00
2014 01 09 10 50 111  3.1  4.5  2.38 10.00  7.85 303 1025.6  24.1  25.3 999.0 99.0 99.00
2014 01 09 11 50 147  2.4  3.8  2.65 10.00  8.02 298 1026.6  22.9  25.3 999.0 99.0 99.00
2014 01 09 12 50 106  4.7  6.0  2.77 10.00  7.80 309 1027.3  24.3  25.4 999.0 99.0 99.00
2014 01 09 13 50 111  5.3  6.8  2.60 10.00  7.74 287 1027.8  24.3  25.4 999.0 99.0 99.00
2014 01 09 14 50 110  4.5  5.7  2.48 10.00  7.61 301 1027.5  24.3  25.5 999.0 99.0 99.00
2014 01 09 15 50 122  4.4  6.1  2.32 10.00  7.47 262 1026.5  24.1  25.5 999.0 99.0 99.00
2014 01 09 16 50 131  3.9  5.3  2.59  9.09  7.71 281 1025.6  24.1  25.5 999.0 99.0 99.00
2014 01 09 17 50 113  2.6  3.8  2.46 10.00  7.71 312 1025.3  24.2  25.6 999.0 99.0 99.00
2014 01 09 18 50 107  2.9  4.3  2.29  8.33  7.39 189 1025.1  24.1  25.6 999.0 99.0 99.00
2014 01 09 19 50 112  2.5  3.7  2.39 10.00  7.75 323 1025.2  24.3  25.5 999.0 99.0 99.00
2014 01 09 20 50  94  2.2  3.5  2.28  8.33  7.38   6 1025.5  24.2  25.5 999.0 99.0 99.00
2014 01 09 21 50  83  2.6  3.6  2.52  7.69  7.52 357 1025.8  24.0  25.4 999.0 99.0 99.00
2014 01 09 22 50  54  4.3  5.5  2.29 10.00  7.31 293 1026.2  24.0  25.4 999.0 99.0 99.00
2014 01 09 23 50  50  4.6  5.9  2.31  8.33  7.00  81 1026.8  24.0  25.3 999.0 99.0 99.00
2014 01 10 00 50  47  5.4  7.1  2.16  9.09  6.87 325 1027.3  23.9  25.3 999.0 99.0 99.00
2014 01 10 01 50  53  6.4  7.9  2.25  9.09  6.89 311 1027.3  23.6  25.2 999.0 99.0 99.00
2014 01 10 02 50  52  6.5  8.1  2.23  9.09  6.80 122 1027.1  23.4  25.2 999.0 99.0 99.00
2014 01 10 03 50  56  6.3  7.5  2.08  9.09  6.53  65 1026.8  23.3  25.1 999.0 99.0 99.00
2014 01 10 04 50  52  5.8  7.3  2.24  9.09  6.69  65 1026.4  23.4  25.1 999.0 99.0 99.00
2014 01 10 05 50  49  5.2  6.5  2.14  7.69  6.62 103 1026.1  23.4  25.0 999.0 99.0 99.00
2014 01 10 06 50  53  6.9  8.0  2.31  9.09  6.94  30 1025.6  23.5  25.0 999.0 99.0 99.00
2014 01 10 07 50  40  6.1  7.9  2.18  9.09  6.74  89 1025.6  23.0  24.8 999.0 99.0 99.00
2014 01 10 08 50  49  6.2  7.8  1.99  9.09  6.54 112 1025.4  23.1  24.7 999.0 99.0 99.00
2014 01 10 09 50  31  7.9  9.5  2.18  9.09  6.79  67 1025.4  22.9  24.6 999.0 99.0 99.00
2014 01 10 10 50  34  7.9  9.3  2.06  9.09  6.58  81 1025.6  22.9  24.5 999.0 99.0 99.00
2014 01 10 11 50  37  8.7 10.3  2.26  9.09  6.65 101 1026.4  22.7  24.4 999.0 99.0 99.00
